dataset,pred_len,k_label,actual_k_ratio,reduced_variate_k,mse_ratio,mae_ratio,slot_diagnostic_dir,cycle_loss,weighted_cycle_loss,cycle_current_weight,cycle_topr_jaccard,cycle_a_effective_support,cycle_b_effective_support,cycle_slot_overlap,cycle_topr_size,A_shape,B_shape,W_shape,A_eff_mean,A_top1_mean,A_top5_mean,A_row_top5_overlap,A_row_cosine,B_eff_mean,B_top1_mean,B_top5_mean,W_eff_support_mean,W_top1_mean,W_top5_mean,W_density_gt1e-4,W_diag_mass_mean
Electricity,720,0.299,0.2990654205607476,96,1.0817017295683442,1.0972729247611386,./results/Electricity_pl720_mlp_slot_attention_ratio0.30_k96_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,0.4609033541586098,0.0046090334353017,0.0099999997764825,0.2002976387739181,180.9290008544922,258.1036071777344,0.0972587764263153,4.0,"(96, 321)","(96, 321)","(321, 321)",145.17988867338437,0.04854852734604592,0.13686959060981563,0.07921365914786968,0.4369113665042182,229.04194805723327,0.00827103385767331,0.036264656239813314,115.492283767692,0.06290838063332523,0.1387878539520744,0.9729525140478062,0.006195471138596188
Traffic,96,0.100,0.099767981438515,86,3.0975485492278496,2.4812086514158462,./results/Traffic_pl96_mlp_slot_attention_ratio0.10_k86_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.8407821686852055,0.0184078212827444,0.0099999997764825,0.0056478409096598,3.3983190059661865,704.4480590820312,0.1306553930044174,11.0,"(86, 862)","(86, 862)","(862, 862)",2.199985854210499,0.7622257488190745,0.9569047137487244,0.07496362886239767,0.0669887772829793,633.3551375719268,0.0027643834193362875,0.013210743459836858,20.651577622917127,0.1267181860671508,0.40279992035752743,0.18030022448199567,0.0007796753422799948
Traffic,96,0.200,0.1995359628770301,172,3.0293012037559137,2.409091944260493,./results/Traffic_pl96_mlp_slot_attention_ratio0.20_k172_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.8034753442600076,0.0180347530405647,0.0099999997764825,0.0089852008968591,1.667827844619751,694.0186157226562,0.1114284396171569,6.0,"(172, 862)","(172, 862)","(862, 862)",1.3480317992033481,0.9140657388107022,0.9867786433399286,0.07284441724466205,0.08747375520827642,618.5568320936196,0.0026500270806163514,0.012863582237875718,14.31877264680292,0.15448008890622375,0.5084958117653857,0.13581833646459698,0.0010110499479080214
Traffic,96,0.299,0.2993039443155452,258,3.5935626404077188,2.9840272176007274,./results/Traffic_pl96_mlp_slot_attention_ratio0.30_k258_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.5183238248951387,0.0151832379302046,0.0099999997764825,0.0166112966835498,12.106951713562012,744.1185913085938,0.1316019594669342,4.0,"(258, 862)","(258, 862)","(862, 862)",6.829758704071021,0.716857348844282,0.8960115001214001,0.09708415384372311,0.10590548415888278,687.5005164723867,0.0019188756263168,0.009593504726531922,26.105884354481187,0.12279876465554473,0.3642345311115134,0.42448764810697615,0.0010343066974065219
Traffic,192,0.100,0.099767981438515,86,1.7637916271053913,1.548483124078099,./results/Traffic_pl192_mlp_slot_attention_ratio0.10_k86_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.8470225590411748,0.0184702251121421,0.0099999997764825,0.0117386495694518,427.8838195800781,700.166259765625,0.1358288824558258,11.0,"(86, 862)","(86, 862)","(862, 862)",300.1409887055951,0.015929645340490187,0.06025559979461749,0.06399583089049574,0.45041727308133184,628.7779125572255,0.0030563312895666673,0.014548498928572682,385.87421942571035,0.01215098487386287,0.047457571880630295,0.926036681542412,0.0016968910912481372
Traffic,192,0.200,0.1995359628770301,172,3.4318665430056288,2.90199902537468,./results/Traffic_pl192_mlp_slot_attention_ratio0.20_k172_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.616994986228535,0.016169949483191,0.0099999997764825,0.0052854125387966,3.52649450302124,718.8796997070312,0.2090756744146347,6.0,"(172, 862)","(172, 862)","(862, 862)",2.2720433747977125,0.7735351741921163,0.9417192361847796,0.1555428191495103,0.203248382624841,653.2580721792951,0.002268026148511282,0.01123334635011671,13.38068603180907,0.21689422323179502,0.506757722133764,0.19482964669656172,0.001245797181342476
Traffic,192,0.299,0.2993039443155452,258,1.7169497582238922,1.5392258391437559,./results/Traffic_pl192_mlp_slot_attention_ratio0.30_k258_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.6181524603643789,0.016181524233701,0.0099999997764825,0.0049833892844617,427.7947998046875,704.0474853515625,0.107901245355606,4.0,"(258, 862)","(258, 862)","(862, 862)",307.91181829980974,0.0471760237555123,0.11655771251521518,0.07201986556796076,0.3923803042558183,634.707609440172,0.0029400738814356607,0.014038724094297341,230.5793654696828,0.048265247776938504,0.11797249642327345,0.931537028762765,0.0013887739419504838
Traffic,336,0.100,0.099767981438515,86,2.86309719648205,2.408192081877547,./results/Traffic_pl336_mlp_slot_attention_ratio0.10_k86_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.8461503571755176,0.0184615031614698,0.0099999997764825,0.0060908086597919,171.26844787597656,700.866943359375,0.1127471700310707,11.0,"(86, 862)","(86, 862)","(862, 862)",106.19247077007259,0.15082246579638772,0.29995622631270175,0.052435237660955855,0.21888369237805455,629.5052365410128,0.0030335582904127516,0.014394455676744812,69.35430068307119,0.0914230775389021,0.2162632924626843,0.8390929743056939,0.0009786406941032974
Traffic,336,0.200,0.1995359628770301,172,3.3813488856580767,2.856476671443935,./results/Traffic_pl336_mlp_slot_attention_ratio0.20_k172_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.4286855887722325,0.0142868555503318,0.0099999997764825,0.0117336148396134,20.673015594482425,756.301513671875,0.108640469610691,6.0,"(172, 862)","(172, 862)","(862, 862)",10.517779472147126,0.5958123330936627,0.8198955004238466,0.07042665880895176,0.10426505377147298,704.6576846913428,0.0018171578160192838,0.009085461847454752,25.82600738347974,0.13182394456604007,0.37387574244416216,0.5536024784534967,0.001067254879082778
Traffic,336,0.299,0.2993039443155452,258,1.7676834189509874,1.491884844422336,./results/Traffic_pl336_mlp_slot_attention_ratio0.30_k258_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.6506958450819995,0.0165069580707397,0.0099999997764825,0.0062753786332905,273.9194030761719,703.1074829101562,0.1395424306392669,4.0,"(258, 862)","(258, 862)","(862, 862)",179.83434108244393,0.037054415132983756,0.14184659870434763,0.12167696284518292,0.3403981545587936,633.1498591111522,0.0029751443014603704,0.014204629918358398,220.3843029871658,0.025494438896696885,0.10089374332679016,0.8883874979139863,0.0010353029360994765
Traffic,720,0.100,0.099767981438515,86,2.9184196172408945,2.37965165717385,./results/Traffic_pl720_mlp_slot_attention_ratio0.10_k86_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,1.8730108356675623,0.0187301078795679,0.0099999997764825,0.0066998889669775,1.957872986793518,682.7781372070312,0.0906354933977127,11.0,"(86, 862)","(86, 862)","(862, 862)",1.5691053908466106,0.8510963722590293,0.9849474607303669,0.06399257377369552,0.08020602007275433,603.6020095049979,0.003164984039638318,0.014849212632346008,12.877673207331522,0.18560079931705187,0.5302048772253508,0.13139733313235824,0.0012673780889600303
