dataset,pred_len,method_family,method_name,selection_id,selected_recipe,manual_override,variate_reduction_type,variate_expansion_type,expansion_weight_source,variate_decode_stage,loss_variant,forecast_loss_type,huber_delta,compute_reducer_aux_losses,variate_token_split_factor,num_variates,target_variate_tokens,source_variate_tokens,reduced_variate_k,reduced_variate_tokens,k_ratio,num_latents_K,target_k_ratio,actual_k_ratio,source_k_ratio,logical_k,executed_k,logical_k_ratio,executed_k_ratio,k_budget_max,k_budget_exception,lowrank_reducer_rank,decoder_residual_gate_init,backbone_residual_gate_init,backbone_residual_gate_type,backbone_residual_gate,backbone_residual_gate_abs_mean,backbone_residual_gate_max,local_temporal_rank,zero_init_projector,skip_backbone,k_selection_mode,k_ratio_denominator,target_k_value,variate_anchor_map_path,original_encoder_tokens,reduced_encoder_tokens,num_extra_tokens,token_ratio,token_reduction_percent,attention_score_ratio,attention_score_reduction_percent,eval_split,skip_epoch_test_eval,mse,mae,rmse,mape,mspe,orthogonal_loss_weight,reconstruction_loss_weight,coverage_loss_weight,assignment_entropy_loss_weight,wcomp_entropy_loss_weight,lambda_orth,lambda_entropy,use_cycle_slot_loss,cycle_loss_weight,cycle_warmup_ratio,cycle_topr,cycle_topr_multiplier,cycle_b_norm,cycle_eps,export_slot_diagnostics,cycle_loss,weighted_cycle_loss,cycle_current_weight,mae_loss_weight,train_time_sec,train_iter_count,avg_train_iter_time_sec,throughput_iter_per_sec,last_epoch_time_sec,avg_epoch_time_sec,throughput_samples_per_sec,elapsed_sec,parameter_count,peak_gpu_allocated_mb,peak_gpu_reserved_mb,gpu_memory_footprint_mb,expansion_temperature,expansion_topk,normalization,entmax_alpha,sparse_compress_topk,sparse_expand_topk,avg_comp_entropy,std_comp_entropy,avg_effective_support,std_effective_support,avg_top1_mass,avg_top5_mass,avg_top10_mass,avg_pairwise_overlap_top5,avg_pairwise_overlap_top10,avg_pairwise_cosine_between_latents,w_comp_density,w_exp_density,w_eff_density,avg_w_eff_entropy,avg_w_eff_top5_mass,cycle_topr_jaccard,cycle_a_effective_support,cycle_b_effective_support,cycle_slot_overlap,cycle_topr_size,residual_gate_mean,residual_gate_abs_mean,residual_gate_max,hybrid_linear_gate,local_temporal_branch,local_temporal_init,local_temporal_gate_init,local_temporal_gate,output_calibration,output_calibration_scale_abs_mean,output_calibration_bias_abs_mean,status,timestamp,git_commit,git_dirty,error,command,returncode,gpu,cuda_visible_devices,data,root_path,data_path,target,freq,seed,itr,model,model_id,setting,seq_len,label_len,e_layers,d_model,d_ff,batch_size,learning_rate,train_epochs,patience,num_workers,use_norm,checkpoint_dir,result_dir,weight_matrix_dir,slot_diagnostic_dir,plot_dir,group_attention_entropy_loss_weight,group_attention_entropy_target
Traffic,336,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,862,862,862,862,862,,,1.0,1.0,1.0,862,862,1.0,1.0,258,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,862,,866,866,4,1.0,0.0,1.0,0.0,test,False,0.4222271319784993,0.2820451640756566,0.6497900676206888,2.9226720860078843,139320.18910372574,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,1473.2189292907715,7400,0.1990836390933475,5.023014470471449,147.30431866645813,147.32189292907714,80.36823152754319,1747.0320672988892,6534992,5121.79443359375,5896.0,5121.79443359375,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 15:16:50,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/traffic/,traffic.csv,OT,h,2021,0,iTransformer,Traffic_pl336_baseline_seed2021,Traffic_pl336_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,4,512,512,16,0.001,10,3,0,True,./checkpoints/Traffic_pl336_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Traffic_pl336_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll336_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Traffic,720,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,862,862,862,862,862,,,1.0,1.0,1.0,862,862,1.0,1.0,258,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,862,,866,866,4,1.0,0.0,1.0,0.0,test,False,0.4583610683689545,0.3002002914816083,0.67702368375778,3.0602507410451323,191417.6222262076,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,1488.5342245101929,7160,0.20789584141203812,4.810101025628767,149.12455034255981,148.8534224510193,76.96161641006027,1761.879668712616,6731984,5183.64453125,5944.0,5183.64453125,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 15:46:18,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/traffic/,traffic.csv,OT,h,2021,0,iTransformer,Traffic_pl720_baseline_seed2021,Traffic_pl720_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,4,512,512,16,0.001,10,3,0,True,./checkpoints/Traffic_pl720_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Traffic_pl720_baseline_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Solar,96,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,137,137,137,137,137,,,1.0,1.0,1.0,137,137,1.0,1.0,41,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,137,,137,137,0,1.0,0.0,1.0,0.0,test,False,0.20235349700158414,0.23659489212054424,0.44983718943811674,1.7968774842466042,21499.88019043678,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,196.29997062683105,10287,0.01908233407473812,52.40449077578177,21.636789083480835,21.811107847425674,1676.9437048250165,433.9565827846527,3255904,392.4111328125,456.0,392.4111328125,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 15:53:39,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,Solar,./dataset/Solar/,solar_AL.txt,none,t,2021,0,iTransformer,Solar_pl96_baseline_seed2021,Solar_pl96_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,2,512,512,32,0.0005,10,3,0,True,./checkpoints/Solar_pl96_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Solar_pl96_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Solar,192,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,137,137,137,137,137,,,1.0,1.0,1.0,137,137,1.0,1.0,41,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,137,,137,137,0,1.0,0.0,1.0,0.0,test,False,0.2373350733906458,0.2625903849902797,0.4871704767231342,1.9542711746001884,26294.322874204692,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,218.402348279953,11400,0.019158100726311668,52.19724096275387,21.999282360076904,21.8402348279953,1670.3117108081237,505.99435782432556,3305152,398.916015625,476.0,398.916015625,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:02:11,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,Solar,./dataset/Solar/,solar_AL.txt,none,t,2021,0,iTransformer,Solar_pl192_baseline_seed2021,Solar_pl192_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll192_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,2,512,512,32,0.0005,10,3,0,True,./checkpoints/Solar_pl192_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll192_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Solar_pl192_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll192_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Solar,336,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,137,137,137,137,137,,,1.0,1.0,1.0,137,137,1.0,1.0,41,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,137,,137,137,0,1.0,0.0,1.0,0.0,test,False,0.2491749278476005,0.2733983008132995,0.4991742459778955,2.0008612032982342,25551.03256116333,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,229.01861906051636,11360,0.020160089706031368,49.60295388471542,23.15285038948059,22.901861906051636,1587.2945243108934,521.5295150279999,3379024,406.93603515625,478.0,406.93603515625,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:10:59,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,Solar,./dataset/Solar/,solar_AL.txt,none,t,2021,0,iTransformer,Solar_pl336_baseline_seed2021,Solar_pl336_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll336_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,2,512,512,32,0.0005,10,3,0,True,./checkpoints/Solar_pl336_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll336_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Solar_pl336_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll336_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Solar,720,iTransformer,iTransformer,,,0,none,transpose,,feature,,mse,1.0,False,1,137,137,137,137,137,,,1.0,1.0,1.0,137,137,1.0,1.0,41,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,137,,137,137,0,1.0,0.0,1.0,0.0,test,False,0.24916355670258755,0.2753280443092019,0.49916285589233056,2.0273814480954124,27850.692938248492,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,231.4265079498291,10116,0.02287727441180596,43.71150085448745,25.90027141571045,25.7140564388699,1398.7680273435983,509.16125226020813,3576016,451.00244140625,572.0,451.00244140625,1.0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:19:34,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,Solar,./dataset/Solar/,solar_AL.txt,none,t,2021,0,iTransformer,Solar_pl720_baseline_seed2021,Solar_pl720_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll720_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,2,512,512,32,0.0005,10,3,0,True,./checkpoints/Solar_pl720_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll720_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Solar_pl720_baseline_seed2021_iTransformer_Solar_M_ft96_sl48_ll720_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,,,,
Weather,96,mlp_slot_attention,mlp_slot_attention,,,0,mlp_slot_attention,slot_learned_linear,assignment_transpose,feature,,mse,1.0,True,1,21,21,21,2,2,0.1,2,0.1,0.09523809523809523,0.09523809523809523,2,2,0.09523809523809523,0.09523809523809523,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,2,,26,7,5,0.2692307692307692,73.07692307692308,0.07248520710059171,92.75147928994083,test,False,0.20234259805505167,0.2522031668006287,0.44982507495142116,13.862028374968041,17648318.021165065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01,0.2,0,1.0,row_l1,1e-08,True,0.71365876462031,0.007136587490348786,0.009999999776482582,0.0,151.9387242794037,11460,0.013258178383892118,75.42514296043409,15.084908246994019,15.193872427940368,2413.604574733891,631.1077268123627,5097612,133.86767578125,182.0,133.86767578125,1.0,0,softmax,1.5,0,0,,,,,,,,,,,,,1.0,,,0.3345588445663452,18.035032272338867,17.069520950317383,0.09090909361839294,11,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:30:12,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2,Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,./results/Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/,./results/Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/weight_matrices,./results/Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,./results/attention_weight_heatmaps/Weather_pl96_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,0.0,0.35
Weather,96,mlp_slot_attention,mlp_slot_attention,,,0,mlp_slot_attention,slot_learned_linear,assignment_transpose,feature,,mse,1.0,True,1,21,21,21,4,4,0.2,4,0.2,0.19047619047619047,0.19047619047619047,4,4,0.19047619047619047,0.19047619047619047,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,4,,26,9,5,0.34615384615384615,65.38461538461539,0.11982248520710058,88.01775147928994,test,False,0.1933420763117361,0.24136526974513126,0.4397068072155992,15.272182758827492,24623521.4417949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01,0.2,0,1.0,row_l1,1e-08,True,0.8928605311308023,0.008928605112333312,0.009999999776482582,0.0,136.64031314849854,10314,0.013248042771814867,75.48284808737893,15.120421648025513,15.182257016499838,2415.4511387961256,567.3270251750946,5098680,136.07421875,180.0,136.07421875,1.0,0,softmax,1.5,0,0,,,,,,,,,,,,,1.0,,,0.21212121844291687,16.416711807250977,15.887187957763672,0.3333333432674408,6,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:39:46,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2,Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,./results/Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/,./results/Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/weight_matrices,./results/Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,./results/attention_weight_heatmaps/Weather_pl96_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,0.0,0.35
Weather,96,mlp_slot_attention,mlp_slot_attention,,,0,mlp_slot_attention,slot_learned_linear,assignment_transpose,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,False,0.18981078093598067,0.23802185214795105,0.4356727911357108,13.310677308727156,17071530.98352626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01,0.2,0,1.0,row_l1,1e-08,True,0.8003590664522394,0.008003590474909669,0.009999999776482582,0.0,106.30651450157166,8022,0.013251871665616012,75.46103865423413,15.163944005966187,15.186644928795952,2414.753236935492,450.6229031085968,5099748,140.76318359375,184.0,140.76318359375,1.0,0,softmax,1.5,0,0,,,,,,,,,,,,,1.0,,,0.071428582072258,16.500797271728516,16.844589233398438,0.18333333730697632,4,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:47:23,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2,Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,./results/Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/,./results/Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/weight_matrices,./results/Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,./results/attention_weight_heatmaps/Weather_pl96_mlp_slot_attention_ratio0.30_k6_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,0.0,0.35
Weather,192,mlp_slot_attention,mlp_slot_attention,,,0,mlp_slot_attention,slot_learned_linear,assignment_transpose,feature,,mse,1.0,True,1,21,21,21,2,2,0.1,2,0.1,0.09523809523809523,0.09523809523809523,2,2,0.09523809523809523,0.09523809523809523,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,2,,26,7,5,0.2692307692307692,73.07692307692308,0.07248520710059171,92.75147928994083,test,False,0.2521890269959838,0.28918440475448076,0.5021842560216158,13.178118575937098,15786079.765232762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01,0.2,0,1.0,row_l1,1e-08,True,0.7051662276006017,0.007051662125560347,0.009999999776482582,0.0,152.40426301956177,11430,0.01333370630092404,74.99790211598548,15.163270711898804,15.240426301956177,2399.9328677115354,624.7717387676239,5146860,135.41650390625,180.0,135.41650390625,1.0,0,softmax,1.5,0,0,,,,,,,,,,,,,1.0,,,0.46666666865348816,13.332311630249023,17.14388656616211,0.4545454680919647,11,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 16:57:54,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2,Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,./results/Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/,./results/Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/weight_matrices,./results/Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,./results/attention_weight_heatmaps/Weather_pl192_mlp_slot_attention_ratio0.10_k2_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,0.0,0.35
Weather,192,mlp_slot_attention,mlp_slot_attention,,,0,mlp_slot_attention,slot_learned_linear,assignment_transpose,feature,,mse,1.0,True,1,21,21,21,4,4,0.2,4,0.2,0.19047619047619047,0.19047619047619047,4,4,0.19047619047619047,0.19047619047619047,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,4,,26,9,5,0.34615384615384615,65.38461538461539,0.11982248520710058,88.01775147928994,test,False,0.24594435561375946,0.2811905948186805,0.49592777257757953,14.164314114150137,19857907.62259254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,0.01,0.2,0,1.0,row_l1,1e-08,True,0.8403648138046265,0.00840364795663799,0.009999999776482582,0.0,153.5276403427124,11430,0.013431989531295924,74.44913485601262,15.188512325286865,15.35276403427124,2382.372315392404,627.4139969348907,5147928,137.623046875,180.0,137.623046875,1.0,0,softmax,1.5,0,0,,,,,,,,,,,,,1.0,,,0.2666666805744171,15.714401245117188,15.934799194335938,0.2777777910232544,6,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-07 17:08:28,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2,Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,./results/Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/,./results/Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/weight_matrices,./results/Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0/slot_diagnostics,./results/attention_weight_heatmaps/Weather_pl192_mlp_slot_attention_ratio0.20_k4_ortho0_seed2021_slot_learned_linear_cycle0.01_cw0.2_iTransformer_custom_M_ft96_sl48_ll192_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtvr_projection_0,0.0,0.35
