dataset,pred_len,method_family,method_name,selection_id,selected_recipe,manual_override,variate_reduction_type,variate_expansion_type,expansion_weight_source,variate_decode_stage,loss_variant,forecast_loss_type,huber_delta,compute_reducer_aux_losses,variate_token_split_factor,num_variates,target_variate_tokens,source_variate_tokens,reduced_variate_k,reduced_variate_tokens,k_ratio,num_latents_K,target_k_ratio,actual_k_ratio,source_k_ratio,logical_k,executed_k,logical_k_ratio,executed_k_ratio,k_budget_max,k_budget_exception,lowrank_reducer_rank,decoder_residual_gate_init,backbone_residual_gate_init,backbone_residual_gate_type,backbone_residual_gate,backbone_residual_gate_abs_mean,backbone_residual_gate_max,local_temporal_rank,zero_init_projector,skip_backbone,k_selection_mode,k_ratio_denominator,target_k_value,variate_anchor_map_path,original_encoder_tokens,reduced_encoder_tokens,num_extra_tokens,token_ratio,token_reduction_percent,attention_score_ratio,attention_score_reduction_percent,eval_split,skip_epoch_test_eval,mse,mae,rmse,mape,mspe,orthogonal_loss_weight,reconstruction_loss_weight,coverage_loss_weight,assignment_entropy_loss_weight,wcomp_entropy_loss_weight,group_attention_entropy_loss_weight,group_attention_entropy_target,lambda_orth,lambda_entropy,use_cycle_slot_loss,cycle_loss_weight,cycle_warmup_ratio,cycle_topr,cycle_topr_multiplier,cycle_b_norm,cycle_eps,export_slot_diagnostics,cycle_loss,weighted_cycle_loss,cycle_current_weight,mae_loss_weight,train_time_sec,train_iter_count,avg_train_iter_time_sec,throughput_iter_per_sec,last_epoch_time_sec,avg_epoch_time_sec,throughput_samples_per_sec,elapsed_sec,parameter_count,peak_gpu_allocated_mb,peak_gpu_reserved_mb,gpu_memory_footprint_mb,expansion_temperature,expansion_topk,normalization,entmax_alpha,sparse_compress_topk,sparse_expand_topk,avg_comp_entropy,std_comp_entropy,avg_effective_support,std_effective_support,avg_top1_mass,avg_top5_mass,avg_top10_mass,avg_pairwise_overlap_top5,avg_pairwise_overlap_top10,avg_pairwise_cosine_between_latents,w_comp_density,w_exp_density,w_eff_density,avg_w_eff_entropy,avg_w_eff_top5_mass,cycle_topr_jaccard,cycle_a_effective_support,cycle_b_effective_support,cycle_slot_overlap,cycle_topr_size,residual_gate_mean,residual_gate_abs_mean,residual_gate_max,hybrid_linear_gate,local_temporal_branch,local_temporal_init,local_temporal_gate_init,local_temporal_gate,output_calibration,output_calibration_scale_abs_mean,output_calibration_bias_abs_mean,status,timestamp,git_commit,git_dirty,error,command,returncode,gpu,cuda_visible_devices,data,root_path,data_path,target,freq,seed,itr,model,model_id,setting,seq_len,label_len,e_layers,d_model,d_ff,batch_size,learning_rate,train_epochs,patience,num_workers,use_norm,checkpoint_dir,result_dir,weight_matrix_dir,slot_diagnostic_dir,plot_dir
Weather,96,grouped_soft_representative,grouped_soft_representative,,,0,grouped_soft_representative,masked_linear,masked_learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,target,6,./results/anchor_maps/grouped_soft_rep/Weather_k6_abspearson_medoid_top4_corrinit_p4_train.npz,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,val,True,0.7452755131477403,0.4864515036173785,0.8632934108098708,4.337830446819294,8567.251890607544,0.0,0.0,0.0,0.0,0.0,0.01,0.35,0.0,0.0,False,0.0,0.0,0,1.0,row_l1,1e-08,False,0.0,0.0,0.0,0.0,5.252000570297241,1,5.252000570297241,0.19040363507489189,5.252000570297241,5.252000570297241,6.09291632239654,12.464795112609863,5108554,,,,1.0,0,softmax,1.5,0,0,0.5642779469490051,0.9850331544876099,3.46260142326355,5.0730180740356445,0.7651603817939758,0.8989788889884949,0.9544230103492737,0.5400000214576721,0.7314583659172058,0.0,0.1666666716337204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,nlinear_affine,persistence,1.0,0.9998999834060669,none,1.0,0.0,success,2026-07-07 12:59:42,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,smoke_grouped_soft_rep_weather96,smoke_grouped_soft_rep_weather96_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsmoke_projection_0,96,48,3,512,512,32,0.0001,1,1,0,True,./checkpoints/smoke_grouped_soft_rep_weather96_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsmoke_projection_0,,,,
