dataset,pred_len,method_family,method_name,selection_id,selected_recipe,manual_override,variate_reduction_type,variate_expansion_type,expansion_weight_source,variate_decode_stage,loss_variant,forecast_loss_type,huber_delta,compute_reducer_aux_losses,variate_token_split_factor,num_variates,target_variate_tokens,source_variate_tokens,reduced_variate_k,reduced_variate_tokens,k_ratio,num_latents_K,target_k_ratio,actual_k_ratio,source_k_ratio,logical_k,executed_k,logical_k_ratio,executed_k_ratio,k_budget_max,k_budget_exception,lowrank_reducer_rank,decoder_residual_gate_init,backbone_residual_gate_init,backbone_residual_gate_type,backbone_residual_gate,backbone_residual_gate_abs_mean,backbone_residual_gate_max,local_temporal_rank,zero_init_projector,skip_backbone,k_selection_mode,k_ratio_denominator,target_k_value,variate_anchor_map_path,original_encoder_tokens,reduced_encoder_tokens,num_extra_tokens,token_ratio,token_reduction_percent,attention_score_ratio,attention_score_reduction_percent,eval_split,skip_epoch_test_eval,mse,mae,rmse,mape,mspe,orthogonal_loss_weight,reconstruction_loss_weight,coverage_loss_weight,assignment_entropy_loss_weight,wcomp_entropy_loss_weight,lambda_orth,lambda_entropy,mae_loss_weight,train_time_sec,train_iter_count,avg_train_iter_time_sec,throughput_iter_per_sec,elapsed_sec,parameter_count,peak_gpu_allocated_mb,peak_gpu_reserved_mb,gpu_memory_footprint_mb,expansion_temperature,expansion_topk,normalization,entmax_alpha,sparse_compress_topk,sparse_expand_topk,avg_comp_entropy,std_comp_entropy,avg_effective_support,std_effective_support,avg_top1_mass,avg_top5_mass,avg_top10_mass,avg_pairwise_overlap_top5,avg_pairwise_overlap_top10,avg_pairwise_cosine_between_latents,w_comp_density,w_exp_density,w_eff_density,avg_w_eff_entropy,avg_w_eff_top5_mass,residual_gate_mean,residual_gate_abs_mean,residual_gate_max,hybrid_linear_gate,local_temporal_branch,local_temporal_init,local_temporal_gate_init,local_temporal_gate,output_calibration,output_calibration_scale_abs_mean,output_calibration_bias_abs_mean,status,timestamp,git_commit,git_dirty,error,command,returncode,gpu,cuda_visible_devices,data,root_path,data_path,target,freq,seed,itr,model,model_id,setting,seq_len,label_len,e_layers,d_model,d_ff,batch_size,learning_rate,train_epochs,patience,num_workers,use_norm,checkpoint_dir,result_dir,weight_matrix_dir,plot_dir
Weather,96,latent_query_attention,latent_query_attention_entmax,,,0,latent_query_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,2,2,0.1,2,0.1,0.09523809523809523,0.09523809523809523,2,2,0.09523809523809523,0.09523809523809523,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,2,,26,7,5,0.2692307692307692,73.07692307692308,0.07248520710059171,92.75147928994083,test,True,0.20251353846447742,0.24803227147956297,0.45001504248689,12.728702137086689,16116792.764777344,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,986.8305475711823,11460,0.08611086802540857,11.612936008320482,1232.9000940322876,5359242,136.5869140625,184.0,136.5869140625,1.0,0,entmax15,1.5,0,0,2.511946678161621,0.28720855712890625,12.840909957885742,3.589850902557373,0.1300838440656662,0.5531476736068726,0.8833523988723755,0.0,0.0,0.2072591334581375,0.785714328289032,1.0,1.0,2.8493261337280273,0.42524275183677673,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 22:12:54,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021,Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/latent_query_attention_entmax/Weather_pl96_latent_query_attention_entmax_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Traffic,96,iTransformer,iTransformer,,,0,none,slot_learned_linear,,feature,,mse,1.0,False,1,862,862,862,862,862,,,1.0,1.0,1.0,862,862,1.0,1.0,258,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,862,,866,866,4,1.0,0.0,1.0,0.0,test,True,0.39215213893374273,0.2679916477787343,0.6262205194128844,2.9005952232677314,170862.93150158416,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1933.1123669147491,7550,0.25604137310129127,3.9056187985853166,2264.3785026073456,6411872,5080.8671875,5504.0,5080.8671875,1.0,0,,,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 22:25:13,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/traffic/,traffic.csv,OT,h,2021,0,iTransformer,Traffic_pl96_iTransformer_seed2021,Traffic_pl96_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,4,512,512,16,0.001,10,3,0,True,./checkpoints/Traffic_pl96_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Traffic_pl96_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,
Weather,96,latent_query_attention,latent_query_attention_entmax_entropy,,,0,latent_query_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,2,2,0.1,2,0.1,0.09523809523809523,0.09523809523809523,2,2,0.09523809523809523,0.09523809523809523,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,2,,26,7,5,0.2692307692307692,73.07692307692308,0.07248520710059171,92.75147928994083,test,True,0.2029368823506762,0.24828582607950478,0.4504851632969461,14.288891938353451,20192064.190886747,0.01,0.0,0.0,0.0,0.001,0.01,0.001,0.0,942.6678066253662,11460,0.08225722570901974,12.156986713087592,1189.24924492836,5359242,136.5986328125,186.0,136.5986328125,1.0,0,entmax15,1.5,0,0,2.5193257331848145,0.23169124126434326,12.75507926940918,2.903472423553467,0.1388106644153595,0.5837937593460083,0.8878994584083557,0.0,0.0,0.1855468451976776,0.785714328289032,1.0,1.0,2.828317880630493,0.4502533972263336,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 22:32:45,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021,Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/latent_query_attention_entmax_entropy/Weather_pl96_latent_query_attention_entmax_entropy_ratio0p1_k2_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Weather,96,MLP_attention,MLP_attention_softmax,,,0,MLP_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.1902783207366875,0.23894215478150369,0.43620903330477634,13.118668265356897,16640752.412575986,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,481.2089943885803,8022,0.05998616235210425,16.670511344437106,608.2239179611206,5099748,140.69140625,182.0,140.69140625,1.0,0,softmax,1.5,0,0,2.6702239513397217,0.3322537839412689,15.236312866210938,4.7953057289123535,0.1496635377407074,0.4876663088798523,0.7670914530754089,0.14666667580604553,0.40666672587394714,0.5839701294898987,1.0,1.0,1.0,2.7785093784332275,0.46094051003456116,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 22:42:56,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021,Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/MLP_attention_softmax/Weather_pl96_MLP_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Weather,96,MLP_attention,MLP_attention_softmax_entropy,,,0,MLP_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.19047899401636545,0.23854448641777914,0.43643899231893274,13.300999793757251,17074917.571533065,0.01,0.0,0.0,0.0,0.001,0.01,0.001,0.0,696.4268927574158,11460,0.060770234970106085,16.455424279532853,857.0623726844788,5099748,140.7236328125,182.0,140.7236328125,1.0,0,softmax,1.5,0,0,2.685833692550659,0.31614476442337036,15.393771171569824,4.5786614418029785,0.14329522848129272,0.47875112295150757,0.7656332850456238,0.1600000113248825,0.41333335638046265,0.5874506235122681,1.0,1.0,1.0,2.7769594192504883,0.45893123745918274,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 22:57:16,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021,Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/MLP_attention_softmax_entropy/Weather_pl96_MLP_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Traffic,720,iTransformer,iTransformer,,,0,none,slot_learned_linear,,feature,,mse,1.0,False,1,862,862,862,862,862,,,1.0,1.0,1.0,862,862,1.0,1.0,258,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,862,,866,866,4,1.0,0.0,1.0,0.0,test,True,0.45801370001911507,0.3002909688376944,0.6767670943678593,3.0690297449857087,193852.67311351647,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2252.0494272708893,7160,0.31453204291492864,3.179326311979189,2612.9507246017456,6731984,5183.64453125,5944.0,5183.64453125,1.0,0,,,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:08:49,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/traffic/,traffic.csv,OT,h,2021,0,iTransformer,Traffic_pl720_iTransformer_seed2021,Traffic_pl720_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,4,512,512,16,0.001,10,3,0,True,./checkpoints/Traffic_pl720_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Traffic_pl720_iTransformer_seed2021_iTransformer_custom_M_ft96_sl48_ll720_pl512_dm8_nh4_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,
Weather,96,MLP_attention,MLP_attention_entmax,,,0,MLP_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.18937271483968024,0.2379117216415981,0.4351697540497044,14.557145180871947,19986876.823813293,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,820.9728546142578,11460,0.07163811994888812,13.95904862820902,1069.0574691295624,5099748,140.79296875,180.0,140.79296875,1.0,0,entmax15,1.5,0,0,2.4282071590423584,0.1668572574853897,11.494979858398438,1.883823037147522,0.16868862509727478,0.5847654342651367,0.8907994031906128,0.1600000113248825,0.40666672587394714,0.3862574100494385,0.7142857313156128,1.0,1.0,2.80000901222229,0.4656052589416504,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:15:07,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021,Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/MLP_attention_entmax/Weather_pl96_MLP_attention_entmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Solar,96,iTransformer,iTransformer,,,0,none,slot_learned_linear,,feature,,mse,1.0,False,1,137,137,137,137,137,,,1.0,1.0,1.0,137,137,1.0,1.0,41,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,baseline,,137,,137,137,0,1.0,0.0,1.0,0.0,test,True,0.2035099927362105,0.2351103775513585,0.4511208183360756,1.8207832516736215,22018.564438292626,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,537.4852283000946,11430,0.04702407946632499,21.26570070799839,665.77245926857,3255904,392.4111328125,456.0,392.4111328125,1.0,0,,,0,0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:19:57,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,Solar,./dataset/Solar/,solar_AL.txt,none,t,2021,0,iTransformer,Solar_pl96_iTransformer_seed2021,Solar_pl96_iTransformer_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,96,48,2,512,512,32,0.0005,10,3,0,True,./checkpoints/Solar_pl96_iTransformer_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0,./results/Solar_pl96_iTransformer_seed2021_iTransformer_Solar_M_ft96_sl48_ll96_pl512_dm8_nh2_el1_dl512_df1_fctimeF_ebTrue_dtbaseline_projection_0/,,
Weather,96,MLP_attention,MLP_attention_entmax_entropy,,,0,MLP_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.18963304876494516,0.2378276692076032,0.43546876898917236,14.86123300207454,20396870.40944421,0.01,0.0,0.0,0.0,0.001,0.01,0.001,0.0,656.558119058609,11460,0.05729128438556798,17.45466192152442,876.4815242290497,5099748,140.8251953125,182.0,140.8251953125,1.0,0,entmax15,1.5,0,0,2.3777129650115967,0.3273443579673767,11.39664077758789,3.969059467315674,0.18447205424308777,0.6017263531684875,0.895598292350769,0.20000001788139343,0.40666672587394714,0.395328551530838,0.6904762387275696,1.0,1.0,2.771402597427368,0.4859406650066376,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:29:46,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021,Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/MLP_attention_entmax_entropy/Weather_pl96_MLP_attention_entmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Weather,96,latent_query_attention,latent_query_attention_softmax,,,0,latent_query_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.18866588296523643,0.23657803782438327,0.43435686130788403,11.128879551412414,12456371.908401906,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,544.7448205947876,11460,0.04753445205888199,21.037373035483352,689.9198191165924,5361374,143.37158203125,190.0,143.37158203125,1.0,0,softmax,1.5,0,0,2.602231025695801,0.34109267592430115,14.294073104858398,4.828011989593506,0.15759792923927307,0.5278239250183105,0.7814773321151733,0.3333333432674408,0.45333337783813477,0.5578533411026001,1.0,1.0,1.0,2.7067580223083496,0.5012898445129395,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:41:19,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021,Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/latent_query_attention_softmax/Weather_pl96_latent_query_attention_softmax_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
Weather,96,latent_query_attention,latent_query_attention_softmax_entropy,,,0,latent_query_attention,slot_learned_linear,learned_expand_linear,feature,,mse,1.0,True,1,21,21,21,6,6,0.3,6,0.3,0.2857142857142857,0.2857142857142857,6,6,0.2857142857142857,0.2857142857142857,6,False,8,0.0,1.0,scalar,1.0,1.0,1.0,4,False,False,ratio,,6,,26,11,5,0.4230769230769231,57.692307692307686,0.17899408284023668,82.10059171597634,test,True,0.18947068102298853,0.23763059948429263,0.43528230037871807,10.463775370613835,11360042.425710639,0.01,0.0,0.0,0.0,0.001,0.01,0.001,0.0,546.7425682544708,11460,0.04770877558939536,20.960504386163258,701.4924716949463,5361374,143.40380859375,190.0,143.40380859375,1.0,0,softmax,1.5,0,0,2.548436403274536,0.38645491003990173,13.756061553955078,5.180922031402588,0.17132487893104553,0.5462589263916016,0.7920066714286804,0.40000003576278687,0.45333337783813477,0.5376898646354675,1.0,1.0,1.0,2.6820151805877686,0.5105796456336975,0.0,0.0,0.0,0.0,none,persistence,1.0,0.0,none,1.0,0.0,success,2026-07-06 23:53:03,c2426e68ca13f74aaec08045c5c724d8ad328124,true,,,0,0,0,custom,./dataset/weather/,weather.csv,OT,t,2021,0,iTransformer,Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021,Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,96,48,3,512,512,32,0.0001,10,3,0,True,./checkpoints/Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0,./results/Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/,./results/Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0/weight_matrices,./results/sparse_attention_wcomp/plots/latent_query_attention_softmax_entropy/Weather_pl96_latent_query_attention_softmax_entropy_ratio0p3_k6_seed2021_iTransformer_custom_M_ft96_sl48_ll96_pl512_dm8_nh3_el1_dl512_df1_fctimeF_ebTrue_dtsparse_wcomp_projection_0
